City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
1,Passagem Franca,BR,90.48,overcast clouds,-6.18,-43.78,Hotel Brasil
3,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
12,East London,ZA,66.2,scattered clouds,-33.02,27.91,Tu Casa
13,Dingle,PH,76.75,overcast clouds,11.0,122.67,Camp Pasica
19,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
23,Banes,CU,80.6,broken clouds,20.96,-75.72,Hostal Iván y yailet
26,Bonthe,SL,86.38,light rain,7.53,-12.51,Bonthe Holiday Village
27,Cap Malheureux,MU,70.0,clear sky,-19.98,57.61,Pereybere Hotel & Spa
29,Gat,IL,79.0,scattered clouds,31.61,34.76,OlusHome
33,Ixtapa,MX,77.0,clear sky,20.7,-105.2,Container Inn Puerto Vallarta
34,Marseille,FR,68.0,clear sky,43.33,5.5,Hôtel The Originals Côté Sud (ex Inter-Hotel)
39,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
42,Trinidad,BO,77.0,overcast clouds,-14.83,-64.9,Hotel Piesta
44,Kavaratti,IN,83.21,overcast clouds,10.57,72.64,Hotels in Lakshadweep Islands
45,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
49,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
51,Vila Franca Do Campo,PT,69.8,broken clouds,37.72,-25.43,Pestana Bahia Praia
55,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
56,Carnarvon,AU,71.6,overcast clouds,-24.87,113.63,Hospitality Carnarvon
57,Ilheus,BR,82.4,shower rain,-14.79,-39.05,Pontal Praia Hotel
60,Hilo,US,75.2,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
61,Praya,CV,84.2,broken clouds,14.92,-23.51,LT Aparthotel
62,Cabo San Lucas,MX,75.2,clear sky,22.89,-109.91,Hotel Tesoro Los Cabos
63,Saldanha,ZA,78.8,clear sky,-33.01,17.94,Blue Bay Lodge
66,Touros,BR,82.4,shower rain,-5.2,-35.46,INN NEW HORIZON
69,Ballina,AU,68.0,clear sky,-28.87,153.57,Ramada Hotel & Suites by Wyndham Ballina Byron
72,Carnarvon,AU,71.6,overcast clouds,-24.87,113.63,Hospitality Carnarvon
73,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
75,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
76,Dingle,PH,76.75,overcast clouds,11.0,122.67,Camp Pasica
78,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
80,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
82,Timbiqui,CO,78.69,moderate rain,2.77,-77.67,hotel diana
86,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
88,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
90,Victoria,HK,75.0,clear sky,22.29,114.16,Mini Hotel Central
91,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
92,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
94,Sao Francisco De Paula,BR,75.0,overcast clouds,-29.45,-50.58,Hotel Village da Serra
95,Margherita,IN,72.7,broken clouds,27.28,95.68,Dehing Guest House
96,Acarau,BR,89.69,overcast clouds,-2.89,-40.12,castelo pizzaria
97,Poum,NC,77.47,light rain,-20.23,164.02,Gîte kajeon
99,Port Elizabeth,ZA,68.0,clear sky,-33.92,25.57,39 On Nile Guest House
102,Karangasem,ID,78.15,overcast clouds,-8.45,115.62,Villa Campuhan
106,Fort Abbas,PK,76.5,clear sky,29.19,72.85,AsAd's House
108,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
111,Ponta Do Sol,PT,77.0,few clouds,32.67,-17.1,Hotel do Campo
112,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
113,Georgetown,MY,84.2,few clouds,5.41,100.34,Cititel Penang
115,Bilma,NE,87.8,clear sky,18.69,12.92,Expeditions Ténére voyages
116,Hithadhoo,MV,83.44,light rain,-0.6,73.08,Scoop Guest House
118,Beja,TN,75.2,scattered clouds,36.73,9.18,HAROUN
119,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
120,Road Town,VG,84.99,scattered clouds,18.42,-64.62,"ZINGARA 76ft Catamaran, full crew-all included"
122,Grand Gaube,MU,70.0,clear sky,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
126,Namibe,AO,76.26,few clouds,-15.2,12.15,Hotel Chik Chik Namibe
128,Geraldton,AU,68.0,overcast clouds,-28.77,114.6,Broadwater Mariner Resort
129,Dom Pedrito,BR,67.46,few clouds,-30.98,-54.67,Hotel Alexandre
146,Kefamenanu,ID,74.84,clear sky,-9.45,124.48,PAULUS TAITOH
147,Kavieng,PG,83.28,overcast clouds,-2.57,150.8,Nusa Island Retreat
148,Caravelas,BR,82.09,moderate rain,-17.71,-39.25,Pousada dos Navegantes
149,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
150,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
154,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
155,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
158,Sakakah,SA,89.6,clear sky,29.97,40.21,Fakhamat Al Orjoana Apartment
160,Camacha,PT,73.4,few clouds,33.08,-16.33,Hotel Porto Santo & Spa
161,Kavieng,PG,83.28,overcast clouds,-2.57,150.8,Nusa Island Retreat
165,Bairiki,KI,80.6,few clouds,1.33,172.98,Tarawa Boutique Hotel
167,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
168,Namibe,AO,76.26,few clouds,-15.2,12.15,Hotel Chik Chik Namibe
169,Buraydah,SA,86.0,clear sky,26.33,43.98,Mövenpick Hotel Qassim
170,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
173,Caninde De Sao Francisco,BR,95.34,broken clouds,-9.66,-37.79,Inn Old Trail Chico
178,Bairiki,KI,80.6,few clouds,1.33,172.98,Tarawa Boutique Hotel
179,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
182,Pitimbu,BR,86.0,broken clouds,-7.47,-34.81,Reserva do Abiaí
183,Hithadhoo,MV,83.44,light rain,-0.6,73.08,Scoop Guest House
185,Hilo,US,75.2,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
187,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
188,Ruwi,OM,82.4,clear sky,23.6,58.55,Al Falaj Hotel
190,Karratha,AU,72.52,light rain,-20.74,116.85,ibis Styles Karratha
191,Tucuman,AR,73.4,clear sky,-26.82,-65.22,Dallas Hotel Tucuman
192,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
193,Gonaives,HT,82.4,few clouds,19.45,-72.68,Vertières Doux Séjour
195,Praia Da Vitoria,PT,73.4,scattered clouds,38.73,-27.07,Hotel Branco I
196,Cabo San Lucas,MX,75.2,clear sky,22.89,-109.91,Hotel Tesoro Los Cabos
198,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
199,Kruisfontein,ZA,66.99,scattered clouds,-34.0,24.73,Oyster Bay House Rental
203,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
204,Georgetown,MY,84.2,few clouds,5.41,100.34,Cititel Penang
208,Georgetown,MY,84.2,few clouds,5.41,100.34,Cititel Penang
209,Saint-Philippe,RE,73.4,broken clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
210,Saint-Georges,GD,86.0,broken clouds,12.06,-61.75,Siesta Hotel
216,Garissa,KE,89.31,overcast clouds,-0.45,39.64,Sharif Plaza Hotel
217,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
218,Arraial Do Cabo,BR,69.8,light intensity drizzle,-22.97,-42.03,Pousada Porto Praia
219,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
220,Arraial Do Cabo,BR,69.8,light intensity drizzle,-22.97,-42.03,Pousada Porto Praia
221,Karratha,AU,72.52,light rain,-20.74,116.85,ibis Styles Karratha
227,Kloulklubed,PW,82.4,broken clouds,7.04,134.26,Storyboard Beach Resort
229,Ribeira Grande,PT,71.6,broken clouds,38.52,-28.7,Quinta da Meia Eira
232,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
234,Carballo,ES,66.99,overcast clouds,43.21,-8.69,Pazo do Souto
235,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
237,Luganville,VU,78.48,light rain,-15.53,167.17,The Espiritu Hotel
239,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
241,Meulaboh,ID,78.91,overcast clouds,4.14,96.13,Kost Pria
244,Atar,MR,98.38,clear sky,20.52,-13.05,Oumou Elghoura
247,Tocopilla,CL,69.15,scattered clouds,-22.09,-70.2,Hotel Galvarino
248,Dingle,PH,76.75,overcast clouds,11.0,122.67,Camp Pasica
250,Bambous Virieux,MU,71.6,shower rain,-20.34,57.76,Casa Tia Villa
251,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
252,Maceio,BR,82.4,scattered clouds,-9.67,-35.74,Mercure Maceio Pajucara Hotel
255,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
256,Kloulklubed,PW,82.4,broken clouds,7.04,134.26,Storyboard Beach Resort
257,Faanui,PF,78.42,scattered clouds,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
259,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
260,Hithadhoo,MV,83.44,light rain,-0.6,73.08,Scoop Guest House
262,Carnarvon,AU,71.6,overcast clouds,-24.87,113.63,Hospitality Carnarvon
266,Parati,BR,69.8,broken clouds,-23.22,-44.71,Che Lagarto Paraty
268,Sur,OM,75.74,clear sky,22.57,59.53,Sur Plaza Hotel
272,Porto Santo,PT,73.4,few clouds,33.07,-16.34,Hotel Porto Santo & Spa
276,Salalah,OM,87.8,clear sky,17.02,54.09,HAMDAN PLAZA HOTEL
278,Richards Bay,ZA,67.64,overcast clouds,-28.78,32.04,BON Hotel Waterfront Richards Bay
281,Am Timan,TD,97.27,few clouds,11.03,20.28,Palais du chef Canton Salamt
282,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
283,Esperance,AU,75.2,broken clouds,-33.87,121.9,Hospitality Esperance
284,Lagoa,PT,68.63,overcast clouds,39.05,-27.98,Casa Das Faias
286,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
287,Mahebourg,MU,71.6,shower rain,-20.41,57.7,Shandrani Beachcomber Resort & Spa
288,Lae,PG,77.86,overcast clouds,-6.72,146.98,Phils Hotel
290,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
293,Vila Do Maio,CV,84.2,broken clouds,15.13,-23.22,Residence 'I Delfini'
295,Georgetown,MY,84.2,few clouds,5.41,100.34,Cititel Penang
297,Geraldton,AU,68.0,overcast clouds,-28.77,114.6,Broadwater Mariner Resort
299,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
300,Labuhan,ID,76.55,moderate rain,-6.88,112.21,bador sepret
301,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
304,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
306,Murgab,TM,68.0,clear sky,37.5,61.97,
307,Ormara,PK,80.24,clear sky,25.21,64.64,
310,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
311,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
312,Araouane,ML,94.51,overcast clouds,18.9,-3.53,
313,Saint-Philippe,RE,73.4,broken clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
315,Catalao,BR,82.76,light rain,-18.17,-47.95,Mara Turismo Hotel
316,Jalingo,NG,97.16,clear sky,8.88,11.37,Debright Motel
317,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
318,Saint-Philippe,RE,73.4,broken clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
319,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
323,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
324,Biak,ID,78.3,overcast clouds,-0.91,122.88,Kost Ariz
326,Gwembe,ZM,89.44,clear sky,-16.5,27.61,
327,Camacha,PT,73.4,few clouds,33.08,-16.33,Hotel Porto Santo & Spa
330,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
338,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
340,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
344,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
345,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
347,Arraial Do Cabo,BR,69.8,light intensity drizzle,-22.97,-42.03,Pousada Porto Praia
348,Hithadhoo,MV,83.44,light rain,-0.6,73.08,Scoop Guest House
349,Auki,SB,78.03,broken clouds,-8.77,160.7,Auki Motel
351,Sorong,ID,81.19,few clouds,-0.88,131.25,The Waigo Hotel
352,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
354,Los Llanos De Aridane,ES,80.6,clear sky,28.66,-17.92,Valle Aridane
358,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
359,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
361,Mana,GF,87.4,overcast clouds,5.66,-53.78,LE SAMANA
363,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
366,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
371,Adrar,MR,93.24,overcast clouds,20.5,-10.07,
372,Cayenne,GF,87.8,broken clouds,4.93,-52.33,Hôtel Le Dronmi
373,Nouadhibou,MR,77.0,clear sky,20.93,-17.03,El Medina
377,Inhambane,MZ,86.0,few clouds,-23.86,35.38,Oceano
378,Gigmoto,PH,82.36,heavy intensity rain,13.78,124.39,Cj's Travellers Inn
381,Sijunjung,ID,75.15,light rain,-0.69,100.95,Hotel Bukik Gadang
383,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
384,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
386,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
387,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
388,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
389,Coahuayana,MX,69.8,mist,18.73,-103.68,Hotel Los Arcos
390,Gat,IL,79.0,scattered clouds,31.61,34.76,OlusHome
392,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
394,Hilo,US,75.2,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
400,Karratha,AU,72.52,light rain,-20.74,116.85,ibis Styles Karratha
401,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
406,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
409,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
413,Makungu,TZ,76.33,clear sky,-8.73,35.28,Complex
418,Crixas,BR,79.68,heavy intensity rain,-14.55,-49.97,RISO HOTEL
420,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
422,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
429,Faya,SA,73.4,scattered clouds,18.39,42.45,مقبرة ال مجمل
436,Cidreira,BR,68.07,broken clouds,-30.18,-50.21,Hotel Castelo
439,Esperance,AU,75.2,broken clouds,-33.87,121.9,Hospitality Esperance
444,Bredasdorp,ZA,68.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
445,Benguela,AO,80.91,scattered clouds,-12.58,13.41,Hotel Praia Morena
447,Bredasdorp,ZA,68.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
450,Beloha,MG,85.01,clear sky,-25.17,45.05,
451,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
452,Alice Springs,AU,68.0,clear sky,-23.7,133.88,Desert Palms Alice Springs
460,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
462,Junagarh,IN,72.59,clear sky,19.87,82.93,Hotel Swagat
463,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
465,Saint-Philippe,RE,73.4,broken clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
467,Kahului,US,78.8,few clouds,20.89,-156.47,Maui Seaside Hotel
468,Bredasdorp,ZA,68.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
469,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
471,Cidreira,BR,68.07,broken clouds,-30.18,-50.21,Hotel Castelo
479,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
480,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
481,Musoma,TZ,82.4,few clouds,-1.5,33.8,New Peninsula Hotel
483,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
488,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
489,East London,ZA,66.2,scattered clouds,-33.02,27.91,Tu Casa
492,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
493,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
498,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
499,Georgetown,MY,84.2,few clouds,5.41,100.34,Cititel Penang
502,Padang,ID,80.06,moderate rain,-0.95,100.35,Mercure Padang
505,Ponta Do Sol,PT,77.0,few clouds,32.67,-17.1,Hotel do Campo
509,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
511,East London,ZA,66.2,scattered clouds,-33.02,27.91,Tu Casa
513,Alyangula,AU,77.0,clear sky,-13.85,136.42,Groote Eylandt Lodge
515,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
519,Port Blair,IN,81.01,scattered clouds,11.67,92.75,Fortune Resort Bay Island
520,Agadez,NE,84.79,clear sky,19.75,10.25,
521,Rajkot,IN,82.4,clear sky,22.3,70.78,The Imperial Palace
523,Kanakapura,IN,78.8,haze,12.55,77.42,Bushbetta.In Kaveri Fishing Camp
527,Taoudenni,ML,92.8,overcast clouds,22.68,-3.98,
530,Sampit,ID,74.64,light rain,-2.53,112.95,Aquarius Boutique Hotel Sampit
531,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
532,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
533,Mbandaka,CD,85.05,light rain,0.05,18.26,Guest House Epervier
539,Sibu,MY,77.0,scattered clouds,2.3,111.82,RH HOTEL (4 Star)
540,Kupang,ID,81.01,broken clouds,-10.17,123.58,Sylvia Hotel Premier Kupang
543,Bredasdorp,ZA,68.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
544,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
546,Souillac,MU,71.6,shower rain,-20.52,57.52,Bils' Villa
547,Mehriz,IR,77.0,clear sky,31.59,54.43,Mehrgard dwelling/سرای مهرگرد
548,Itaituba,BR,82.4,scattered clouds,-4.28,-55.98,Hotel Campos
550,Port Elizabeth,ZA,68.0,clear sky,-33.92,25.57,39 On Nile Guest House
552,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
555,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
558,Cidreira,BR,68.07,broken clouds,-30.18,-50.21,Hotel Castelo
559,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
563,Tiarei,PF,73.4,few clouds,-17.53,-149.33,Le Rocher de Tahiti
565,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
570,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
571,East London,ZA,66.2,scattered clouds,-33.02,27.91,Tu Casa
573,Saint-Philippe,RE,73.4,broken clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
574,Bengkulu,ID,77.81,moderate rain,-3.8,102.27,Grage Hotel Bengkulu
577,Saint-Georges,GD,86.0,broken clouds,12.06,-61.75,Siesta Hotel
578,Port Elizabeth,ZA,68.0,clear sky,-33.92,25.57,39 On Nile Guest House
582,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
584,Pontes E Lacerda,BR,82.65,broken clouds,-15.23,-59.34,Hotel Bressan
585,Sanary-Sur-Mer,FR,66.0,overcast clouds,43.12,5.8,Résidence Pierre et Vacances Les Rivages de Coudoulière
586,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
587,Taoudenni,ML,92.8,overcast clouds,22.68,-3.98,
588,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
589,Lagoa,PT,68.63,overcast clouds,39.05,-27.98,Casa Das Faias
591,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
593,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
594,Bloomingdale,US,71.01,scattered clouds,27.89,-82.24,Travel Club for Free
605,Adrar,MR,93.24,overcast clouds,20.5,-10.07,
606,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
607,Mwanza,TZ,78.8,scattered clouds,-2.52,32.9,Gold Crest Hotel
609,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
611,Alofi,NU,75.2,overcast clouds,-19.06,-169.92,Taloa Heights
612,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
614,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
615,Ribeira Grande,PT,71.6,broken clouds,38.52,-28.7,Quinta da Meia Eira
617,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
619,Natal,BR,84.2,shower rain,-5.79,-35.21,Villa Park Hotel | Natal
622,Victoria,HK,75.0,clear sky,22.29,114.16,Mini Hotel Central
624,Siguiri,GN,95.13,clear sky,11.67,-9.5,
626,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
627,Noumea,NC,77.0,clear sky,-22.28,166.46,Hôtel Le Lagon
629,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
630,Port Hedland,AU,78.8,clear sky,-20.32,118.57,The Esplanade Hotel
634,Paraiso,CR,73.0,broken clouds,9.84,-83.87,Rinconcito Verde
635,Bubaque,GW,84.65,overcast clouds,11.28,-15.83,"Casa Dora, Bubaque"
