City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
1215,Vanimo,PG,78.75,few clouds,-2.67,141.3,Vahmoneh Lodge Vanimo
1218,Bhadrachalam,IN,74.52,clear sky,17.67,80.88,Hotel Srinidhi Residency
1219,Port Elizabeth,ZA,68.0,clear sky,-33.92,25.57,39 On Nile Guest House
1222,Esperance,AU,75.2,broken clouds,-33.87,121.9,Hospitality Esperance
1223,Hilo,US,75.2,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
1226,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1227,Subiaco,IT,66.99,clear sky,41.93,13.09,B&B Al Campo
1228,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
1229,Santa Cruz,BO,78.8,scattered clouds,-17.8,-63.17,Hotel Cortez
1230,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1232,Arraial Do Cabo,BR,69.8,light intensity drizzle,-22.97,-42.03,Pousada Porto Praia
1235,Tacuati,PY,84.33,clear sky,-23.45,-56.58,
1236,Port Hedland,AU,78.8,clear sky,-20.32,118.57,The Esplanade Hotel
1237,Yulara,AU,75.2,overcast clouds,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
1240,Ponta Do Sol,PT,77.0,few clouds,32.67,-17.1,Hotel do Campo
1242,Saldanha,ZA,78.8,clear sky,-33.01,17.94,Blue Bay Lodge
1243,Mahanoro,MG,72.39,broken clouds,-19.9,48.8,Hôtel Mon Désir
1252,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1253,Boyuibe,BO,71.6,scattered clouds,-20.42,-63.28,Residencial Eluzai
1257,Faanui,PF,78.42,scattered clouds,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
1259,Rio Grande,BR,69.8,scattered clouds,-32.03,-52.1,Hotel Atlântico Rio Grande
1263,Victoria,HK,75.0,clear sky,22.29,114.16,Mini Hotel Central
1264,Kununurra,AU,84.2,few clouds,-15.77,128.73,Hotel Kununurra
1266,Salalah,OM,87.8,clear sky,17.02,54.09,HAMDAN PLAZA HOTEL
1270,Monrovia,LR,84.27,broken clouds,6.3,-10.8,Eco-Hotel Hall & Restaurant
1271,Puerto Carreno,CO,81.28,overcast clouds,6.19,-67.49,Casa Hotel Victoria
1272,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
1273,Quarai,BR,68.54,clear sky,-30.39,-56.45,Hotel Casino San Eugenio del Cuareim
1276,Kirakira,SB,79.39,broken clouds,-10.45,161.92,SanBiz Lodge
1277,Inirida,CO,79.34,moderate rain,3.87,-67.92,Fuente del Guania Hotel de Lujo
1278,Hobyo,SO,83.01,light rain,5.35,48.53,Osmani Hotel
1281,Padang,ID,80.06,moderate rain,-0.95,100.35,Mercure Padang
1283,Gat,IL,79.0,scattered clouds,31.61,34.76,OlusHome
1287,Esperance,AU,75.2,broken clouds,-33.87,121.9,Hospitality Esperance
1289,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1293,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
1295,Qena,EG,91.4,few clouds,26.16,32.72,"Grand hotel ""Quena"""
1296,Georgetown,MY,84.2,few clouds,5.41,100.34,Cititel Penang
1298,Matara,LK,79.38,clear sky,5.95,80.54,Amaloh Boutique Resort
1300,Mahebourg,MU,71.6,shower rain,-20.41,57.7,Shandrani Beachcomber Resort & Spa
1301,Afua,BR,91.45,broken clouds,-0.16,-50.39,Hotel Dias
1306,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
1307,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1308,Inhambane,MZ,86.0,few clouds,-23.86,35.38,Oceano
1310,Cabedelo,BR,86.0,broken clouds,-6.98,-34.83,Lua Mansa Pousada
1314,Piracicaba,BR,75.0,broken clouds,-22.73,-47.65,Antonio's Palace Hotel
1315,Esperance,AU,75.2,broken clouds,-33.87,121.9,Hospitality Esperance
1319,Hithadhoo,MV,83.44,light rain,-0.6,73.08,Scoop Guest House
1323,Port Elizabeth,ZA,68.0,clear sky,-33.92,25.57,39 On Nile Guest House
1325,Georgetown,MY,84.2,few clouds,5.41,100.34,Cititel Penang
1327,Kismayo,SO,81.88,clear sky,-0.36,42.55,Agan-Hotel
1331,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1332,Sagua La Grande,CU,75.2,few clouds,22.81,-80.08,Hotel Amaro
1335,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
1338,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
1340,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1341,Menongue,AO,89.38,overcast clouds,-14.66,17.69,Ritz Lauca
1343,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
1345,Ballina,AU,68.0,clear sky,-28.87,153.57,Ramada Hotel & Suites by Wyndham Ballina Byron
1351,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1352,Hithadhoo,MV,83.44,light rain,-0.6,73.08,Scoop Guest House
1354,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1355,Sechura,PE,66.6,overcast clouds,-5.56,-80.82,Hospedaje Costa Bella
1358,Honiara,SB,77.0,scattered clouds,-9.43,159.95,Heritage Park Hotel
1366,East London,ZA,66.2,scattered clouds,-33.02,27.91,Tu Casa
1368,Ribeira Grande,PT,71.6,broken clouds,38.52,-28.7,Quinta da Meia Eira
1369,Bagli,IN,71.17,clear sky,22.65,76.35,Goswami Vila
1371,East London,ZA,66.2,scattered clouds,-33.02,27.91,Tu Casa
1373,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1374,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1375,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1378,Cap Malheureux,MU,70.0,clear sky,-19.98,57.61,Pereybere Hotel & Spa
1381,Port Elizabeth,ZA,68.0,clear sky,-33.92,25.57,39 On Nile Guest House
1382,Bouna,CI,96.53,scattered clouds,9.27,-3.0,Hotel Reserve
1384,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
1386,Tabas,IR,80.6,clear sky,33.6,56.92,شرکت معماری مهراز شایگان آراد
1387,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
1388,Itarema,BR,88.83,overcast clouds,-2.92,-39.92,Windvillage
1390,Pontes E Lacerda,BR,82.65,broken clouds,-15.23,-59.34,Hotel Bressan
1393,Hopelchen,MX,75.2,scattered clouds,19.77,-89.85,Hotel Jaguar
1395,Chimoio,MZ,86.0,broken clouds,-19.12,33.48,Predio Livraria Ahmed
1396,Hilo,US,75.2,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
1398,Puerto Del Rosario,ES,78.8,clear sky,28.5,-13.86,Hotel JM Puerto del Rosario
1400,Semporna,MY,78.8,few clouds,4.48,118.61,"Han Palace Hotel, Semporna, Sabah."
1401,Moroni,KM,78.48,light rain,-11.7,43.26,Hotel les Arcades
1404,Bredasdorp,ZA,68.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
1405,East London,ZA,66.2,scattered clouds,-33.02,27.91,Tu Casa
1406,Magadi,IN,78.8,haze,12.97,77.23,Mindri of Magadi
1410,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1412,Santa Isabel Do Rio Negro,BR,90.52,overcast clouds,-0.41,-65.02,Hotel GSA
1415,Nishihara,JP,73.4,scattered clouds,26.18,127.76,Minshuku Agaihama
1416,Ambilobe,MG,83.39,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
1417,Mount Isa,AU,75.2,clear sky,-20.73,139.5,ibis Styles Mt Isa Verona
1418,Faanui,PF,78.42,scattered clouds,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
1420,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
1421,Port Elizabeth,ZA,68.0,clear sky,-33.92,25.57,39 On Nile Guest House
1424,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1425,Alexandria,EG,78.8,scattered clouds,31.22,29.96,Royal Crown Hotel
1426,Oussouye,SN,91.4,clear sky,12.48,-16.55,Auberge du Routard
1427,Isangel,VU,75.0,overcast clouds,-19.55,169.27,Volcano Sea View Tree House
1428,Adre,TD,92.39,clear sky,13.47,22.2,
1429,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
1431,Sakaraha,MG,91.11,clear sky,-22.9,44.53,Le Relais
1432,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
1433,Hilo,US,75.2,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
1435,Japura,ID,77.54,light rain,-0.32,102.35,Rumah mbah Jamah
1436,Mookane,BW,88.56,overcast clouds,-23.69,26.66,
1438,Roebourne,AU,73.51,clear sky,-20.78,117.13,Harding River Caravan Park
1441,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
1442,Vao,NC,73.17,overcast clouds,-22.67,167.48,Hotel Kou-Bugny
1444,Kruisfontein,ZA,66.99,scattered clouds,-34.0,24.73,Oyster Bay House Rental
1445,Shadegan,IR,93.2,clear sky,30.65,48.66,ديوانية شيخ عبود الذياب آل سالم
1446,Porto Walter,BR,70.95,overcast clouds,-8.27,-72.74,Hotel Silva
1449,Dingle,PH,76.75,overcast clouds,11.0,122.67,Camp Pasica
1451,Lagoa,PT,68.63,overcast clouds,39.05,-27.98,Casa Das Faias
1454,Hirara,JP,77.58,clear sky,24.8,125.28,Hotel Atoll Emerald Miyakojima
1456,Huixtla,MX,73.4,clear sky,15.15,-92.47,Hotel Jardin Real
1459,Palu,ID,76.15,scattered clouds,-0.89,119.87,Hotel Santika Palu
1461,Morant Bay,JM,82.0,few clouds,17.88,-76.41,Whispering Bamboo Cove Resort
1464,Digha,IN,79.79,overcast clouds,21.68,87.55,Khoniker Atithi
1466,Cabo San Lucas,MX,75.2,clear sky,22.89,-109.91,Hotel Tesoro Los Cabos
1467,Adrar,MR,93.24,overcast clouds,20.5,-10.07,
1472,Bredasdorp,ZA,68.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
1473,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1476,Arraial Do Cabo,BR,69.8,light intensity drizzle,-22.97,-42.03,Pousada Porto Praia
1477,East London,ZA,66.2,scattered clouds,-33.02,27.91,Tu Casa
1479,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
1481,Quatre Cocos,MU,71.6,shower rain,-20.21,57.76,Emeraude Beach Attitude Hotel
1483,Iglesias,IT,75.0,clear sky,39.31,8.54,Hotel Sport Village
1485,Brandon,US,71.01,scattered clouds,27.94,-82.29,Embassy Suites by Hilton Tampa Brandon - OPEN
1488,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1489,Makaleng,BW,89.6,clear sky,-20.9,27.28,
1491,Hilo,US,75.2,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
1492,Saldanha,ZA,78.8,clear sky,-33.01,17.94,Blue Bay Lodge
1495,Poum,NC,77.47,light rain,-20.23,164.02,Gîte kajeon
1498,Carnarvon,AU,71.6,overcast clouds,-24.87,113.63,Hospitality Carnarvon
1503,Machilipatnam,IN,80.6,haze,16.17,81.13,RK Family Restaurant
1506,General Roca,AR,68.0,clear sky,-39.03,-67.58,Hotel El Recreo
1507,Ribeira Grande,PT,71.6,broken clouds,38.52,-28.7,Quinta da Meia Eira
1509,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
1510,Barrancabermeja,CO,76.91,overcast clouds,7.07,-73.85,Hotel Millenium Barrancabermeja
1513,Monrovia,LR,84.27,broken clouds,6.3,-10.8,Eco-Hotel Hall & Restaurant
1514,East London,ZA,66.2,scattered clouds,-33.02,27.91,Tu Casa
1517,Alofi,NU,75.2,overcast clouds,-19.06,-169.92,Taloa Heights
1518,Lapithos,CY,78.8,scattered clouds,35.34,33.18,Gillham Luxury Boutique & Vineyard
1520,Georgetown,MY,84.2,few clouds,5.41,100.34,Cititel Penang
1521,Samarai,PG,80.58,light rain,-10.62,150.67,Nuli Sapi
1522,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1524,Kisangani,CD,86.0,broken clouds,0.52,25.2,Grand Ramela Hotel
1525,East London,ZA,66.2,scattered clouds,-33.02,27.91,Tu Casa
1530,Balabac,PH,79.99,broken clouds,7.99,117.06,Sing and Swing Lodge
1531,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
1532,Sapa,PH,80.06,moderate rain,5.15,120.32,
1533,Mao,ES,69.8,few clouds,39.89,4.27,ARTIEM Capri
1534,Tougue,GN,85.19,overcast clouds,11.47,-11.6,
1538,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1540,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1541,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1544,Jalu,LY,76.84,clear sky,29.03,21.55,Jalu Hotel
1546,Bredasdorp,ZA,68.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
1547,Yzeure,FR,72.0,clear sky,46.56,3.35,Mercure Moulins Centre - Hôtel de Paris
1548,Rosetta,EG,78.8,scattered clouds,31.4,30.42,Green Valley
1549,Kruisfontein,ZA,66.99,scattered clouds,-34.0,24.73,Oyster Bay House Rental
1550,Karratha,AU,72.52,light rain,-20.74,116.85,ibis Styles Karratha
1554,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
1555,Kaman,IN,75.43,clear sky,27.65,77.27,Khandelwal Dharmashala
1556,Juigalpa,NI,78.8,scattered clouds,12.11,-85.36,Ethos Inn
1557,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1563,Antsohihy,MG,85.95,broken clouds,-14.88,47.99,Hotel de Ville
1564,Saldanha,ZA,78.8,clear sky,-33.01,17.94,Blue Bay Lodge
1565,Sao Joao Da Barra,BR,73.4,overcast clouds,-21.64,-41.05,Pousada Porto De Canoas
1567,Carnarvon,AU,71.6,overcast clouds,-24.87,113.63,Hospitality Carnarvon
1573,Dingle,PH,76.75,overcast clouds,11.0,122.67,Camp Pasica
1574,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
1575,Marawi,PH,77.0,overcast clouds,8.0,124.29,Derogongan Residence
1581,Ponta Do Sol,PT,77.0,few clouds,32.67,-17.1,Hotel do Campo
1589,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
1596,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1599,Namatanai,PG,80.17,light rain,-3.67,152.43,Namatanai Hotel
1602,Gamba,GA,80.62,overcast clouds,-2.65,10.0,
1603,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
1604,Yulara,AU,75.2,overcast clouds,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
1605,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1608,Souillac,MU,71.6,shower rain,-20.52,57.52,Bils' Villa
1610,Cape Town,ZA,71.6,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
1611,Camacha,PT,73.4,few clouds,33.08,-16.33,Hotel Porto Santo & Spa
1613,Bredasdorp,ZA,68.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
1621,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1622,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
1626,Springbok,ZA,85.5,clear sky,-29.66,17.89,Undulata Country Lodge
1629,Bengkulu,ID,77.81,moderate rain,-3.8,102.27,Grage Hotel Bengkulu
1631,Bintulu,MY,80.6,scattered clouds,3.17,113.03,900 Boutique INN
1633,Hilo,US,75.2,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
1634,Esmeraldas,BR,73.4,broken clouds,-19.76,-44.31,Hotel Fazenda Lagoa Azul
1635,Ziniare,BF,98.6,clear sky,12.58,-1.3,Privilège Hôtel de Ziniaré
1641,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1642,Cidreira,BR,68.07,broken clouds,-30.18,-50.21,Hotel Castelo
1646,Butaritari,KI,81.09,broken clouds,3.07,172.79,Isles Sunset Lodge
1652,Souillac,MU,71.6,shower rain,-20.52,57.52,Bils' Villa
1654,Yaan,NG,91.96,clear sky,7.38,8.57,
1658,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1663,Pundaguitan,PH,83.53,light rain,6.37,126.17,Leonardo Family Beach House 1
1667,Maningrida,AU,81.84,clear sky,-12.07,134.27,Dhukurrdji Lodge
1668,Jalu,LY,76.84,clear sky,29.03,21.55,Jalu Hotel
1670,Mokolo,CM,96.8,clear sky,10.74,13.8,Diwa Hôtel
1673,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1676,Bredasdorp,ZA,68.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
1677,Cayenne,GF,87.8,broken clouds,4.93,-52.33,Hôtel Le Dronmi
1678,Grand Gaube,MU,70.0,clear sky,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
1679,Hithadhoo,MV,83.44,light rain,-0.6,73.08,Scoop Guest House
1680,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
1681,Hilo,US,75.2,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
1682,Lazaro Cardenas,MX,77.63,overcast clouds,17.96,-102.2,Collection O Hotel Quinta Antigua
1683,Bengkulu,ID,77.81,moderate rain,-3.8,102.27,Grage Hotel Bengkulu
1685,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1686,Koumac,NC,76.08,broken clouds,-20.57,164.28,Le Monitel
1689,Tual,ID,83.41,scattered clouds,-5.67,132.75,Grand Vilia Hotel
1690,San Pedro,PH,81.0,broken clouds,14.35,121.02,OYO 412 Viewfort Venue
1692,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
1693,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
1695,Sala Consilina,IT,69.01,clear sky,40.39,15.6,Hotel la Marchesina
1700,Tarare,FR,66.99,clear sky,45.9,4.43,Restaurant Le Saint Clement
1702,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1706,Dwarka,IN,83.3,clear sky,22.24,68.97,Hotel Narayan Avezika Comfort
1707,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
1709,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1710,Saldanha,ZA,78.8,clear sky,-33.01,17.94,Blue Bay Lodge
1711,Parrita,CR,73.0,broken clouds,9.52,-84.32,Beso del Viento
1712,Lamu,KE,84.2,scattered clouds,-2.27,40.9,Lamu House
1713,Carnarvon,AU,71.6,overcast clouds,-24.87,113.63,Hospitality Carnarvon
1714,Jalu,LY,76.84,clear sky,29.03,21.55,Jalu Hotel
1715,Waingapu,ID,80.98,overcast clouds,-9.66,120.26,Pondok Wisata Elim
1716,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1717,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1718,Sinnai,IT,75.0,clear sky,39.3,9.2,La Rosa Dei Venti Sardinya
1723,Bambous Virieux,MU,71.6,shower rain,-20.34,57.76,Casa Tia Villa
1725,Benghazi,LY,71.94,clear sky,32.12,20.07,Tibesti Hotel
1731,Gigmoto,PH,82.36,heavy intensity rain,13.78,124.39,Cj's Travellers Inn
1735,Kirakira,SB,79.39,broken clouds,-10.45,161.92,SanBiz Lodge
1742,Kavaratti,IN,83.21,overcast clouds,10.57,72.64,Hotels in Lakshadweep Islands
1743,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
1745,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
1747,Felanitx,ES,75.0,few clouds,39.47,3.15,Petit Hotel Hostatgeria Sant Salvador
1748,Hermanus,ZA,70.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
1749,Sainte-Marie,RE,75.2,broken clouds,-20.9,55.55,Les pailles en queue de Sainte Marie
1750,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1751,Esperance,AU,75.2,broken clouds,-33.87,121.9,Hospitality Esperance
1752,Muncar,ID,75.7,scattered clouds,-8.43,114.33,Zaky Homestay
1754,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
1755,Tabas,IR,80.6,clear sky,33.6,56.92,شرکت معماری مهراز شایگان آراد
1756,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
1762,Bonfim,BR,88.93,few clouds,3.08,-59.95,
1763,Matola,MZ,77.0,broken clouds,-25.96,32.46,Guesthouse Yuba
1768,Camana,PE,67.73,overcast clouds,-16.62,-72.71,Hostal Morales
1772,Bella Union,UY,68.74,clear sky,-30.28,-57.6,Hotel Oriente
1773,Nouadhibou,MR,77.0,clear sky,20.93,-17.03,El Medina
1779,Carnarvon,AU,71.6,overcast clouds,-24.87,113.63,Hospitality Carnarvon
1780,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1781,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
1784,Bambous Virieux,MU,71.6,shower rain,-20.34,57.76,Casa Tia Villa
1785,Puerto Ayora,EC,70.0,overcast clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1787,Avarua,CK,73.4,light rain,-21.21,-159.78,Paradise Inn
1788,Rikitea,PF,74.82,few clouds,-23.12,-134.97,Pension Maro'i
1793,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
1794,Vaini,TO,71.6,scattered clouds,-21.2,-175.2,Keleti Beach Resort
1795,Hithadhoo,MV,83.44,light rain,-0.6,73.08,Scoop Guest House
1796,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1797,Cabo San Lucas,MX,75.2,clear sky,22.89,-109.91,Hotel Tesoro Los Cabos
1800,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
1801,Kapaa,US,71.6,clear sky,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1803,Kloulklubed,PW,82.4,broken clouds,7.04,134.26,Storyboard Beach Resort
1805,Atuona,PF,78.03,few clouds,-9.8,-139.03,Villa Enata
1806,Port Alfred,ZA,66.61,broken clouds,-33.59,26.89,The Halyards Hotel
1811,Mayumba,GA,80.51,light rain,-3.43,10.66,LIKWALE LODGE
1812,Omboue,GA,82.89,overcast clouds,-1.57,9.26,Hotel Olako
1814,Puerto Cabezas,NI,77.0,scattered clouds,14.04,-83.39,Hotel Caribe
1815,Kahului,US,78.8,few clouds,20.89,-156.47,Maui Seaside Hotel
1816,Souillac,MU,71.6,shower rain,-20.52,57.52,Bils' Villa
1817,Hilo,US,75.2,overcast clouds,19.73,-155.09,Hilo Hawaiian Hotel
1819,Berekua,DM,86.0,scattered clouds,15.23,-61.32,CarRod's Cottages
1822,Saint-Philippe,RE,73.4,broken clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
